trail_name,length,difficulty,trail_link,longitude,latitude,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Inner Loop Connector,0.4,EASY,https://www.mtbproject.com/trail/7043124/inner-loop-connector,32.025558,-110.569658,Vail,0.907853403,5,,,,,86,2,4,6,3825,3739,Leashed,Unknown
San Tan Trail,6.6,INTERMEDIATE,https://www.mtbproject.com/trail/4819581/san-tan-trail,33.16741,-111.636389,Queen Creek,0.906806283,3.9,San Tan Shredders,https://www.mtbproject.com/club/5002448/san-tan-shredders,Maricopa County Parks,http://www.maricopa.gov/parks/,602,457,3,17,1908,1682,Unknown,Allowed
Danny's Climb,0.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7057107/dannys-climb,32.396267,-112.908736,Ajo,0.905759162,5,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,168,0,4,10,1851,1683,Unknown,Unknown
Navigator South,0.1,EASY,https://www.mtbproject.com/trail/7052383/navigator-south,33.695918,-111.988951,Cave Creek,0.904712042,5,,,,,4,0,1,1,1648,1644,Unknown,Unknown
Cedar Knoll Trail,0.7,EASY,https://www.mtbproject.com/trail/7044430/cedar-knoll-trail,34.627201,-111.763177,Lake Montezuma,0.903664921,5,,,,,41,14,2,5,3712,3677,Unknown,Unknown
Children's Trail,0.4,DIFFICULT,https://www.mtbproject.com/trail/7039547/childrens-trail,33.964342,-109.563688,Eagar,0.902617801,5,,,,,0,255,12,24,9821,9566,No Dogs,Unknown
Mano y Mano,1.2,DIFFICULT,https://www.mtbproject.com/trail/7045501/mano-y-mano,32.805661,-114.479737,Yuma,0.901570681,5,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,114,69,3,9,435,325,Unknown,Unknown
Johnimal's Junction,0.6,DIFFICULT,https://www.mtbproject.com/trail/7045975/johnimals-junction,35.205317,-114.095285,Kingman,0.90052356,5,City of Kingman,http://www.cityofkingman.gov/,,,11,88,3,13,3680,3597,Unknown,Unknown
Navigator North,0.1,EASY,https://www.mtbproject.com/trail/7052382/navigator-north,33.697077,-111.987675,Cave Creek,0.89947644,5,,,,,11,0,2,2,1660,1649,Unknown,Unknown
Freemont Bend Trail,0.4,EASY,https://www.mtbproject.com/trail/7052368/freemont-bend-trail,33.689341,-111.996389,Cave Creek,0.898429319,5,,,,,10,4,1,1,1608,1598,Leashed,Allowed
Cow Poke Trail,1,EASY,https://www.mtbproject.com/trail/7057140/cow-poke-trail,33.78971,-111.788618,Carefree,0.897382199,5,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,137,4,3,5,2757,2624,Leashed,Not Allowed
Lagarto,3.4,INTERMEDIATE,https://www.mtbproject.com/trail/7057702/lagarto,32.307691,-112.878229,Ajo,0.896335079,5,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,132,133,1,8,1855,1737,Unknown,Unknown
Magma,1.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7057682/magma,32.270678,-112.862554,Ajo,0.895287958,5,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,39,42,1,4,1674,1639,Unknown,Unknown
Matt's Loop: East,4.7,INTERMEDIATE,https://www.mtbproject.com/trail/7057631/matts-loop-east,32.308215,-112.889216,Ajo,0.894240838,5,Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,123,99,1,2,1846,1737,Unknown,Unknown
Into The Vortex (BLM 8112J),1,INTERMEDIATE,https://www.mtbproject.com/trail/7057407/into-the-vortex-blm-8112j,32.403306,-112.919264,Ajo,0.893193717,5,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,111,61,3,17,1737,1626,Unknown,Unknown
Wild Horse Trail,3.6,INTERMEDIATE,https://www.mtbproject.com/trail/7024987/wild-horse-trail,33.521899,-111.658928,Fountain Hills,0.892146597,4.3,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,469,84,3,8,1883,1481,Unknown,Unknown
Easy Breezy,2,INTERMEDIATE,https://www.mtbproject.com/trail/4933409/easy-breezy,34.82515,-111.788878,West Sedona,0.891099476,4,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,230,0,2,5,4273,4042,Unknown,Unknown
Black Canyon City Connector,0.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4547892/black-canyon-city-connector,34.052763,-112.151896,Black Canyon City,0.890052356,4.6,Black Canyon Trail Coalition,https://www.mtbproject.com/club/4676322/black-canyon-trail-coalition,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,49,33,2,11,2077,2035,Unknown,Unknown
Gray Fox Trail,0.9,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7021208/gray-fox-trail,33.608302,-112.501548,Citrus Park,0.889005236,4.6,Maricopa County Parks,http://www.maricopa.gov/parks/,,,83,3,2,5,1585,1503,Unknown,Allowed
Aspen Draw,2.7,DIFFICULT,https://www.mtbproject.com/trail/678823/aspen-draw,32.440439,-110.78564,Catalina,0.887958115,4.5,Tucson Off Road Cyclists & Activists (TORCA),https://www.mtbproject.com/club/7000193/tucson-off-road-cyclists-activists-torca,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,0,1280,9,55,9077,7797,Unknown,Unknown
Peccary Trail,0.4,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4915800/peccary-trail,34.84331,-111.767831,Sedona,0.886910995,4.3,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,80,0,3,7,4322,4242,Unknown,Unknown
Cowboy Slickrock,1,DIFFICULT,https://www.mtbproject.com/trail/7017454/cowboy-slickrock,32.501895,-110.847111,Catalina,0.885863874,4.5,,,,,105,192,6,12,3769,3609,Off-leash,Unknown
Escondido Trail,6.4,INTERMEDIATE,https://www.mtbproject.com/trail/7000565/escondido-trail,33.706501,-111.717624,Rio Verde,0.884816754,4,Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,Maricopa County Parks,http://www.maricopa.gov/parks/,442,648,3,10,1899,1624,Unknown,Allowed
Country Club #632,3.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7007980/country-club-632,34.141776,-109.892059,Pinetop-Lakeside,0.883769634,4.3,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,,,198,191,2,11,7340,7205,Unknown,Unknown
Little Yeager Canyon Trail #533,2.1,DIFFICULT,https://www.mtbproject.com/trail/7003736/little-yeager-canyon-trail-533,34.66812,-112.161023,Verde Village,0.882722513,4.8,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,52,917,9,28,6915,6000,Unknown,Unknown
Spur Cross Trail,4.2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/626579/spur-cross-trail,33.888447,-111.950764,Cave Creek,0.881675393,4.4,Cave Creek Bicycle Association,https://www.mtbproject.com/club/31765/cave-creek-bicycle-association,Maricopa County Parks,http://www.maricopa.gov/parks/,551,263,4,14,2764,2294,Unknown,Allowed
Little Bear,3.4,DIFFICULT,https://www.mtbproject.com/trail/979216/little-bear,35.279997,-111.598795,Flagstaff,0.880628272,4.4,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,869,5,5,12,8424,7560,Unknown,Unknown
North Diablo Trail,1.3,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7038533/north-diablo-trail,33.795466,-111.826239,Carefree,0.879581152,4.4,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,77,35,2,5,2956,2888,Leashed,Not Allowed
Little Cat Trail,1,INTERMEDIATE,https://www.mtbproject.com/trail/7022097/little-cat-trail,32.192668,-111.068259,Tucson Estates,0.878534031,4.1,Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,62,95,3,11,2833,2780,No Dogs,Unknown
Helipad Trail,1.1,DIFFICULT,https://www.mtbproject.com/trail/3637282/helipad-trail,33.326455,-112.038601,Guadalupe,0.877486911,4.3,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,327,77,7,18,1789,1469,Unknown,Allowed
Dynamite Trail,2.3,INTERMEDIATE,https://www.mtbproject.com/trail/4532598/dynamite-trail,33.18747,-111.656718,Queen Creek,0.876439791,4,Maricopa County Parks,http://www.maricopa.gov/parks/,,,338,163,4,20,1894,1617,Unknown,Allowed
Estrella Foothills Loop,7.5,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7012975/estrella-foothills-loop,33.334321,-112.424293,Goodyear,0.87539267,3.9,West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,,,509,497,3,11,1292,1038,Unknown,Unknown
Hawes Trail,2.1,DIFFICULT,https://www.mtbproject.com/trail/666131/hawes-trail,33.495242,-111.649801,Apache Junction,0.87434555,4.3,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,57,481,5,12,2031,1607,Unknown,Unknown
Yeager Cabin Trail #111,2,INTERMEDIATE,https://www.mtbproject.com/trail/7003735/yeager-cabin-trail-111,34.690829,-112.156217,Verde Village,0.873298429,4.6,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,133,517,6,25,7188,6690,Unknown,Unknown
Arizona Trail (Snowbowl Road to Aspen Corner),4.8,INTERMEDIATE,https://www.mtbproject.com/trail/936868/arizona-trail-snowbowl-road-to-aspen-corner,35.283634,-111.711048,Flagstaff,0.872251309,4.2,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,1235,62,5,14,8842,7665,Unknown,Unknown
Painter Boy,4.9,INTERMEDIATE,https://www.mtbproject.com/trail/7024990/painter-boy,32.721237,-110.910389,Catalina,0.871204188,4.7,,,,,525,256,3,13,4349,4016,Unknown,Unknown
Moby #737,2,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7017743/moby-737,34.487287,-112.538441,Prescott,0.870157068,4.7,Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,69,481,5,24,6868,6435,Unknown,Unknown
Pyramid,1.3,DIFFICULT,https://www.mtbproject.com/trail/7038544/pyramid,34.834013,-111.824335,West Sedona,0.869109948,4.3,,,,,38,288,5,22,4314,4063,Unknown,Unknown
Ryan's Trail,3.4,INTERMEDIATE,https://www.mtbproject.com/trail/7011359/ryans-trail,32.764819,-114.495044,Yuma,0.868062827,4.7,Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,326,114,2,12,408,196,Unknown,Unknown
Saguaro Trail,3.2,DIFFICULT,https://www.mtbproject.com/trail/7034858/saguaro-trail,33.499564,-111.676634,Fountain Hills,0.867015707,4.4,,,,,332,475,5,17,1751,1370,Unknown,Unknown
Holbert Trail,2.5,VERY DIFFICULT,https://www.mtbproject.com/trail/4865928/holbert-trail,33.338531,-112.052327,Guadalupe,0.865968586,4.5,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,10,1043,8,25,2397,1362,Leashed,Allowed
50 Year Trail Segment,6.8,INTERMEDIATE,https://www.mtbproject.com/trail/4761012/50-year-trail-segment,32.417829,-110.93838,Oro Valley,0.864921466,3.4,,,,,720,165,2,11,3201,2643,Unknown,Unknown
Saddle Trail,1.4,DIFFICULT,https://www.mtbproject.com/trail/666170/saddle-trail,33.495594,-111.664084,Fountain Hills,0.863874346,4.5,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,89,271,5,17,1790,1577,Unknown,Unknown
Huckaby,3.1,DIFFICULT,https://www.mtbproject.com/trail/4920206/huckaby,34.866723,-111.748867,Sedona,0.862827225,4.2,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,537,465,6,23,4539,4290,Unknown,Unknown
Buena Vista Trail #637,10.1,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7037214/buena-vista-trail-637,34.203931,-110.079708,Show Low,0.861780105,4.4,,,,,1160,1196,4,18,6816,6526,Unknown,Unknown
Snake Dance Loop,2,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7009763/snake-dance-loop,32.124528,-110.785792,Vail,0.860732984,3.9,,,,,60,61,1,4,2935,2894,Unknown,Unknown
Deadmans Pass,1.3,INTERMEDIATE,https://www.mtbproject.com/trail/4958823/deadmans-pass,34.907648,-111.849092,West Sedona,0.859685864,4.1,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,196,63,4,7,4705,4518,Unknown,Unknown
Go John Trail,5.7,DIFFICULT,https://www.mtbproject.com/trail/7032557/go-john-trail,33.832627,-112.001042,Cave Creek,0.858638743,3.9,,,,,763,758,5,14,2522,2124,Leashed,Allowed
Submarine Rock Trail,0.8,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4915570/submarine-rock-trail,34.837737,-111.753655,Sedona,0.857591623,4.2,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,77,54,3,9,4471,4397,Unknown,Unknown
Girdner Trail,5.1,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4943363/girdner-trail,34.887925,-111.822826,West Sedona,0.856544503,3.3,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,398,494,3,12,4601,4250,Unknown,Unknown
Javelina Canyon Trail,1.9,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4608470/javelina-canyon-trail,33.374269,-111.985843,Guadalupe,0.855497382,3.9,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,387,33,4,11,1613,1247,Unknown,Allowed
Walnut Meadows Loop,4,EASY,https://www.mtbproject.com/trail/921335/walnut-meadows-loop,35.201155,-111.560949,Flagstaff,0.854450262,4.2,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,153,156,1,9,6866,6797,Unknown,Unknown
Lower Corona de Loma,1,INTERMEDIATE,https://www.mtbproject.com/trail/3589489/lower-corona-de-loma,33.332992,-112.025081,Guadalupe,0.853403141,4.1,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,127,144,5,18,1615,1477,Unknown,Allowed
Rim Trail,10.4,INTERMEDIATE,https://www.mtbproject.com/trail/7026481/rim-trail,36.934925,-111.459502,Page,0.852356021,4.2,City of Page Recreation Department,http://www.cityofpage.org/departments/recreation-dept,,,354,354,1,17,4343,4052,Unknown,Unknown
Mormon Loop Trail,1.5,DIFFICULT,https://www.mtbproject.com/trail/7020539/mormon-loop-trail,33.35489,-112.020464,Guadalupe,0.851308901,4.3,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,35,416,6,21,1992,1579,Leashed,Allowed
Maricopa Trail: White Tank - Grand Avenue,12.7,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7010993/maricopa-trail-white-tank-grand-avenue,33.585083,-112.496104,Citrus Park,0.85026178,4.1,AZ State Land Department,http://www.azland.gov/,,,51,133,0,4,1419,1337,Unknown,Allowed
Scorpion,2.1,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7038545/scorpion,34.846156,-111.828575,West Sedona,0.84921466,3.8,,,,,39,447,4,12,4474,4050,Unknown,Unknown
Bones Trail,5.8,INTERMEDIATE,https://www.mtbproject.com/trail/5400419/bones-trail,34.764238,-112.012262,Cottonwood,0.848167539,4.1,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,730,169,3,11,4079,3475,Unknown,Unknown
Outer Limits,6.3,INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7051886/outer-limits,34.880077,-111.863376,West Sedona,0.847120419,4.3,,,,,486,615,3,13,4594,4135,Unknown,Unknown
Long Canyon Trail,1.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4959420/long-canyon-trail,34.919508,-111.831243,West Sedona,0.846073298,4,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,10,137,2,8,4654,4521,Unknown,Unknown
Ground Control,0.8,DIFFICULT,https://www.mtbproject.com/trail/7052660/ground-control,34.878507,-111.859962,West Sedona,0.845026178,4.3,,,,,87,240,8,23,4713,4495,Leashed,Not Allowed
Loop Trail - Walnut Canyon Segment,8.8,INTERMEDIATE,https://www.mtbproject.com/trail/1006602/loop-trail-walnut-canyon-segment,35.155279,-111.65538,Flagstaff,0.843979058,3.8,Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,480,584,2,11,7035,6839,Off-leash,Unknown
Chipmunk Springs,7.7,INTERMEDIATE,https://www.mtbproject.com/trail/7007978/chipmunk-springs,34.145969,-109.874523,Pinetop-Lakeside,0.842931937,4.3,Pinetop-Lakeside TRACKS,https://www.mtbproject.com/club/1027178/pinetop-lakeside-tracks,USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,720,147,2,11,7810,7230,Unknown,Unknown
Chuckwagon Trail,2.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7035761/chuckwagon-trail,33.780422,-111.817642,Carefree,0.841884817,4.4,,,,,51,202,2,5,2868,2717,Leashed,Not Allowed
Tech Ridge,1.1,DIFFICULT,https://www.mtbproject.com/trail/6451842/tech-ridge,35.19874,-114.116503,Kingman,0.840837696,4.4,,,,,131,44,3,13,3960,3842,Unknown,Unknown
Trail 100 - East,3.8,INTERMEDIATE,https://www.mtbproject.com/trail/4879142/trail-100-east,33.564756,-111.978036,Paradise Valley,0.839790576,3.5,City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,326,322,3,10,1650,1395,Unknown,Unknown
Cactus Forest Trail,2.6,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7015496/cactus-forest-trail,32.199495,-110.721491,Tanque Verde,0.838743455,4.1,,,,,218,32,2,6,3093,2905,No Dogs,Not Allowed
Pine-Strawberry Trail,4.5,INTERMEDIATE,https://www.mtbproject.com/trail/7034644/pine-strawberry-trail,34.371588,-111.479696,Pine,0.837696335,4.5,,,,,811,564,6,19,6028,5689,Unknown,Unknown
Big Park Loop,2.1,INTERMEDIATE,https://www.mtbproject.com/trail/4922861/big-park-loop,34.792129,-111.760105,Village of Oak Creek (Big Park),0.836649215,3.7,Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,132,128,2,6,4285,4162,Unknown,Unknown
Badger Brawl Trail,3.4,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7004150/badger-brawl-trail,33.784006,-111.995661,Cave Creek,0.835602094,4.1,,,,,20,145,1,3,1858,1726,Leashed,Unknown
Bones Trail,3,INTERMEDIATE,https://www.mtbproject.com/trail/7025034/bones-trail,34.764238,-112.012262,Catalina,0.834554974,4.5,,,,,101,371,3,12,4308,4002,Unknown,Unknown
Cholla Mountain Loop,3.1,EASY/INTERMEDIATE,https://www.mtbproject.com/trail/4857187/cholla-mountain-loop,33.779541,-111.822026,Carefree,0.833507853,4,City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,204,207,3,7,3011,2806,Unknown,Not Allowed
